timestamp,username,text,isquote,isretweet,favorites,retweets
10/3/2019 17:47,SenBobCasey,first ukraine now china the president blatantly calling for foreign interference is an abuse of power and puts the security of our nation at risk ,FALSE,FALSE,530,137
10/21/2019 21:09,ChrisCoons,@chriscoons on us-china relations: ,FALSE,TRUE,0,3
10/18/2019 17:14,ChrisCoons,whats to stop trump from pulling the united states out of the north atlantic treaty organization offering up taiwan to chinas president xi or handing over estonia to vladimir putin?,FALSE,FALSE,632,143
10/17/2019 17:37,ChrisCoons,china needs to respect hong kongs autonomy not just in word but in deed the united states should support the right of peaceful protestors in hong kong and encourage china to do the same,FALSE,FALSE,44,7
10/17/2019 16:52,ChrisCoons,"""we must make it clear that we are not opposed to chinas success but we must be vigilant of chinas assertiveness abroad "" -@chriscoons watch the #nixonforum on us-china relations live now: ",FALSE,TRUE,0,3
10/17/2019 16:47,ChrisCoons,we should seek to partner with china on many challenges that cross borders but we cannot be na<U+00EF>ve we must compete to maintain freedomopenness preserve open sea lanes establish rules governing emerging tech like 5g rethink our trade policypromote democratic values ,FALSE,FALSE,4,1
10/17/2019 16:44,ChrisCoons,we need a sustainedbipartisan american strategy for dealing with china the goal is simplethat the us retake its position as the leader of freeopen societies around the world while securing our competitive edge we must strive to co-exist competecooperate with china,FALSE,FALSE,8,2
10/17/2019 16:05,ChrisCoons,im joining @thewilsoncenter and @nixonfoundation today at 12:15pm to discuss the future of us-china relations follow along live! ,FALSE,FALSE,11,7
10/8/2019 12:31,ChrisCoons,the united states cannot allow china to use its market power to pressure american companies and censor us citizens who exercise their first amendment rights especially when americans express support for freedom and democracy,FALSE,FALSE,286,153
10/8/2019 12:31,ChrisCoons,chinas decision to cut ties with the houston rockets over a tweet by its gm in support of hong kong protestors is part of a disturbing trend,FALSE,FALSE,117,36
10/31/2019 11:19,JohnCornyn,we accommodated chinas rise in the hope that they would become more free in response the ccp took advantage of our goodwill now @realdonaldtrump is facing the reality of ccp hostility to the us and our values we must engage china as it is not as we wish it to be ,FALSE,TRUE,0,6675
10/31/2019 10:49,JohnCornyn,mnuchin says china deal is likely to be signed in november ,FALSE,FALSE,118,31
10/29/2019 16:05,JohnCornyn,#tiktok said it would never spy on americans but #chinas national intelligence law requires chinese entities to spy if asked so theres no need for an investigation; the existence of the law tells us all we need to know chinese apps should be banned ,FALSE,TRUE,0,733
10/17/2019 12:13,JohnCornyn,if you have teenagers i can almost guarantee you that they are on tiktoki was toobrieflycatchy videos but they are collecting personal data on your teens for #chinathey are stealing money through copyright theftvia @billboard,FALSE,TRUE,0,2987
10/16/2019 23:07,JohnCornyn,china is using sports to export its authoritarian model to our soil so far it has found too many willing enforcers in the nba ,FALSE,TRUE,0,805
10/13/2019 12:41,JohnCornyn,a healthy fear of china ,FALSE,FALSE,76,25
10/6/2019 21:17,JohnCornyn,"china is increasingly at threat to us economy and security:byd motors the us subsidiary of a chinese electric vehicle company is part of a massive ""military-civil fusion strategy"" spearheaded by the chinese communist party",FALSE,FALSE,318,123
10/30/2019 20:16,SenTomCotton,we shouldnt be complacent china is richer than any rival weve faced before and just as ruthless but china has big problems and the communist partys pampered princelings have no clue how to solve them the chinese people will suffer as a result,FALSE,FALSE,655,338
10/30/2019 20:16,SenTomCotton,chinas supposedly innovative tech companies cant seem to invent anything without first stealing it from us just like in the cold war the free world creates itthe communist world takes it ,FALSE,FALSE,357,151
10/30/2019 20:16,SenTomCotton,chinas workforce is collapsingits population is graying because the communist party aborted and abandoned an entire generation with its one-child policy ,FALSE,FALSE,254,89
10/30/2019 20:16,SenTomCotton,first off: chinas economy is not growing at 6% thats pure fiction by a communist party thats desperately cooking the bookslighting vast sums of money on fire to prop up its economy ,FALSE,FALSE,314,117
10/30/2019 20:16,SenTomCotton,this is spin from a communist propagandist reality check: us has strongest employment since we landed on the moon blue-collar wages rising fastin china party members get rich while rural poor burn their trash a million uighurs languish in camps ,TRUE,FALSE,2499,1836
10/29/2019 12:42,SenTomCotton,if hong kong wishes to be considered distinct from mainland china it must stop importing beijings tyrannical practices the senate should stand with the citys protestors and pass the hong kong human rights and democracy act ,TRUE,FALSE,7728,5020
10/16/2019 22:19,SenTomCotton,chinas government may be red but its money is greenand too many executives and athletes in the nba are willing to cash its checks no matter the cost ,FALSE,FALSE,1447,549
10/16/2019 22:04,SenTomCotton,china is using sports to export its authoritarian model to our soil so far it has found too many willing enforcers in the nba ,FALSE,FALSE,1899,805
10/21/2019 15:56,SenKevinCramer,@newtgingrich nails it in this piece on the @eximbankus role in global competitiveness i appreciate the support of the bill @senatorsinemai introducedthe export-import bank can help deal with the china challenge - gingrich 360 ,FALSE,FALSE,168,50
10/11/2019 16:15,SenKevinCramer,spoke with @varneyco on @foxbusiness about @potuss negotiations with china between japan #usmcaopening negotiations with india the trump administration is in a great place to secure a deal with china ,FALSE,FALSE,12,8
10/23/2019 20:05,MikeCrapo,october is cybersecurity awareness month even with increasing investments in #cybersecurity the us remains vulnerable to advanced cyber-attacks from bad actors like russiachina i introduced legislation secure our supply chains against attack: ,FALSE,FALSE,9,6
10/25/2019 20:02,SenTedCruz,<U+0001F4FA>@nba broadcasting contract with tencent a tool of the chinese communist party: $15 billion <U+0001F45F>@nikes reported sales in china last year: $62 billion <U+0001F1FA><U+0001F1F8>free speech: priceless,TRUE,FALSE,433,200
10/25/2019 17:39,SenTedCruz,ted cruz: china is most significant geopolitical threat to usvia @yahoofinance,FALSE,FALSE,2210,1142
10/24/2019 13:05,SenTedCruz,ted cruz: china is the most significant geopolitical threat to usby @julialaroche ,FALSE,TRUE,0,1037
10/23/2019 19:04,SenTedCruz,"highlight: sen @tedcruz on china and hong kong: ""withdrawing the extradition bill is a sign of the weakness and the fear that the chinese communist government has of the protesters and their demands for freedom"" talks about the nba controversy full interview: ",FALSE,TRUE,0,1177
10/22/2019 20:29,SenTedCruz,ted cruz chides american companies for turning blind eye to suppression in china: troubling line to cross ,FALSE,TRUE,0,157
10/22/2019 17:52,SenTedCruz,from @tedcruz to the @nba: dont pander to #chinas brutal communist party stand up for us free speech ,FALSE,TRUE,0,886
10/22/2019 17:11,SenTedCruz,cruz to nba: dont pander to chinas brutal communist party stand up for us free speechvia @usatoday,FALSE,TRUE,0,2096
10/22/2019 13:52,SenTedCruz,cruz to nba: dont pander to chinas brutal communist party stand up for us free speechvia @usatoday,FALSE,FALSE,3778,2096
10/21/2019 21:44,SenTedCruz,@melissaquinn97 @tim_cook @apple as we wrote in the letter according to the non-profit organization greatfire @apple has censored as least 2200 apps in china which includeapps used to circumvent chinas great firewallapps mad byfor oppressed ethnic minorities read more here--&gt; ,FALSE,FALSE,346,123
10/17/2019 15:45,SenTedCruz,kissing up to chinese communists senator ted cruz blasts basketball superstar lebron james over his controversial china comments ,FALSE,TRUE,0,839
10/16/2019 16:38,SenTedCruz,icymi i traveled to hong kong as part of my weeklong indo-pacific tour where i wore all black to express my solidarity for the pro-democracy activists dissidents and protest leaders standing up to china<U+00A0>read more about my time in hong kong here --&gt; ,FALSE,TRUE,0,2481
10/16/2019 14:45,SenTedCruz,if this is how china is willing to use its leverage over basketball e-sports and flag emojis imagine what could happen if we let chinese companies equipment into americas #5g networks,FALSE,TRUE,0,2898
10/15/2019 22:17,SenTedCruz,icymi i traveled to hong kong as part of my weeklong indo-pacific tour where i wore all black to express my solidarity for the pro-democracy activists dissidents and protest leaders standing up to china<U+00A0>read more about my time in hong kong here --&gt; ,FALSE,FALSE,6662,2481
10/13/2019 21:22,SenTedCruz,on @facethenation: us businesses shouldnt be in the biz of censoring americans weve seen this pattern whether its the @nba or hollywood censoringcontent that is critical of the communist gov in chinaits unfortunate how china uses its resources to promote censorship ,FALSE,FALSE,2473,1005
10/13/2019 20:14,SenTedCruz,joined @facethenation to discuss my visit to hk where i wore all black to send a message that i stand w protesters china has international treaty obligations to respect the rights of hong kongers this is a powerful moment where millions are standing updemanding freedom in hk ,FALSE,FALSE,5166,2541
10/13/2019 13:05,SenTedCruz,she seems to misunderstand how free speech operates and also how freedom of the press operates said cruz a republican senator from texas and a vocal critic of china who was stopping in hong kong for two days as part of a regional tour ,TRUE,FALSE,6325,3396
10/13/2019 13:03,SenTedCruz,hope yall tune in to @facethenation sunday at ~9:30am ct to watch my interview with @margbrennan ill be talking about my indo-pacific friendsallies tour the @nba chinamore ,FALSE,TRUE,0,226
10/12/2019 17:16,SenTedCruz,hope yall tune in to @facethenation sunday at ~9:30am ct to watch my interview with @margbrennan ill be talking about my indo-pacific friendsallies tour the @nba chinamore ,FALSE,FALSE,723,226
10/10/2019 20:33,SenTedCruz,opinion: nba sold its soul to china over cash <U+00A0>all it cost was its moral high groundvia @usatoday,FALSE,FALSE,3220,1792
10/10/2019 19:58,SenTedCruz,ted cruz on china nba: this really shows how china tries to use economic coercion to force american companies into censorshipvia @breitbartnews,FALSE,FALSE,1793,1064
10/10/2019 19:49,SenTedCruz,"ocasio-cortez ted cruz join colleagues blasting nba for ""outrageous"" response to china",FALSE,TRUE,0,49
10/10/2019 2:00,SenTedCruz,bipartisan group of lawmakers to send letter to nba commissioner on china from reps tom malinowksi mike gallagher alexandria ocasio-cortez jim banks and sens ben sasse ron wyden tom cotton and ted cruz,FALSE,TRUE,0,895
10/9/2019 19:00,SenTedCruz,republicans and democrats agree: americacompanies like the @nba should not kowtow to #chinas apology demands ,FALSE,FALSE,687,256
10/9/2019 18:22,SenTedCruz,sen ted cruz told cnbc today that the nba should not bow to pressure from china following the fallout over a tweet by the houston rockets general manager supporting the hong kong protests ,FALSE,TRUE,0,63
10/1/2019 22:33,SenTedCruz,"@senatemajldr ""todays shooting in hong kong marks an unacceptable escalation in the chinese communist partys assault on the people of hong kong and their peaceful protests against tyranny"" says @tedcruz #hongkongprotests #china70",FALSE,TRUE,0,98
10/1/2019 19:35,SenTedCruz,this violence occurred against the backdrop of chinas systematic campaign to undermine hong kongs freedom and autonomy against which the united states has already begun to push back,FALSE,FALSE,362,105
10/22/2019 21:47,SenJoniErnst,trade remains a top issue for #iowans thanks to @realdonaldtrump were seeing progress in trade with both japan and china now its time for @speakerpelosi and @housedemocrats to deliver on #usmca ,FALSE,FALSE,650,165
10/11/2019 22:14,SenJoniErnst,im glad the administration is making positive progress on a trade deal with china no new tariffs on goods plus additional purchases of agricultural products like #iowa soybeans and pork is a good sign,FALSE,FALSE,152,26
10/24/2019 13:00,SenatorFischer,today ill be at @sascmajoritys nomination hearing for vice admiral charles richard to lead @us_stratcom as threats from russia and china continue to grow stratcoms mission is crucial to keeping our nation safe you can watch live here:,FALSE,FALSE,7,3
10/12/2019 17:33,SenatorFischer,thank you @realdonaldtrump for negotiating this new trade agreement with china this deal represents a great opportunity for nebraskas hardworking farmers and ranchers ,TRUE,FALSE,130,17
10/17/2019 17:51,SenCoryGardner,the senate democrats who are obstructing this from moving forward should join my bipartisan resolution immediately or explain why they support giving china access to peoples personal information and other countries critical infrastructure,FALSE,FALSE,32,7
10/9/2019 20:08,SenCoryGardner,strengthening the partnership between the us and taiwan is vital to countering chinas aggression and malign influence in the indo-pacificread my latest op-ed in @thehill with @mofa_taiwan minister joseph wu <U+2B07><U+FE0F>,FALSE,FALSE,258,92
10/8/2019 18:54,SenCoryGardner,let this be a lesson about putting profits above core values when dealing with the ccp every time an american company places freedom of speech on the negotiating table with china democratic values and human rights suffer as a result,FALSE,FALSE,249,63
10/8/2019 18:54,SenCoryGardner,if the world thinks chinas suppression of free speech ends at its borders dont be fooled by continuing to bow down to the chinese communist party the @nba is further empowering the ccp to force companies across the world to abandon free speech ,FALSE,FALSE,2191,1563
10/8/2019 21:25,LindseyGrahamSC,great job by @secpompeo his team at the @statedept and the trump administration for hitting back against china for their human rights abuses against the uighur populationthese are well-deserved sanctions ,FALSE,FALSE,5712,1785
10/7/2019 13:50,LindseyGrahamSC,by abandoning the kurds we have sent the most dangerous signal possibleamerica is an unreliable ally and its just a matter of time before china russia iran and north korea act out in dangerous ways,FALSE,FALSE,3410,1126
10/7/2019 20:47,ChuckGrassley,us/japan trade deal @realdonaldtrump signed 2day is gr8 news for iowa farmers+ us agriculture i had ph call w japanese amb sugiyama last wk to discuss details next step is a full trade deal w japan this helps strengthen us negotiating position w china,FALSE,FALSE,1272,323
10/31/2019 15:46,SenHawleyPress,"senator hawley: ""we are in for a long struggle with china to defend our economy and our people weve surrendered too much ground already now is the time to take a stand by standing with hong kong"" #standwithhongkong",FALSE,FALSE,773,614
10/31/2019 15:46,SenHawleyPress,"""its time for the nba and the rest to show a little american independence and tell beijing where to step off if theyre not willing to do that they shouldnt be doing business in china and they dont deserve the respect or loyalty of americans""",FALSE,FALSE,105,65
10/31/2019 15:45,SenHawleyPress,"sen hawley writes that after decades of watching jobs taken and stolen ip working americans know what beijing is about""the people who wont face the facts are the corporate executives and rich athletes who make money hand over fist in china",FALSE,FALSE,175,121
10/31/2019 14:43,SenHawleyPress,republicans to introduce legislation condemning chinas actions in hong kong,FALSE,TRUE,0,2005
10/30/2019 18:30,SenHawleyPress,1/ highlights: senator @hawleymo joined @makosloff and me for @hudsoninstitute the realignment:we talkelitism nba/chinaend to the cold war consensus taking on corporate power and what the gop might look like after trump full:,FALSE,TRUE,0,31
10/30/2019 15:49,SenHawleyPress,sen hawleys new bill the homeland security counterintelligence threat reduction act would address a growing threat intelligence officials have warned aboutchina using student spies to steal tech and undermine our national security on college campuses ,FALSE,FALSE,2213,1594
10/29/2019 16:23,SenHawleyPress,in his first hearing as chairman of the @senjudiciary crime and terrorism subcommittee senator hawley plans to spotlight the unique vulnerabilities americans face in the modern digital landscape and the threat posed by china and other hostile nations ,FALSE,FALSE,136,78
10/29/2019 13:28,SenHawleyPress,hawley to lead hearing on chinas threat to data ,FALSE,TRUE,0,67
10/28/2019 14:56,SenHawleyPress,"""i dont think its too much to ask for these companies that have made millions billions in chinahave shipped our jobs to china to at this point say we still believe in the right to speak freely for heavens sake"" senator hawley ",FALSE,FALSE,2787,1874
10/24/2019 18:06,SenHawleyPress,"@hawleymo weighs in on the nba controversy in china: ""[beijing is] gonna tighten the screws theyre gonna put it to them and they want to make the nba part of their propaganda machine"" #cheddarlive ",FALSE,TRUE,0,688
10/24/2019 16:57,SenHawleyPress,hawley details chinas tactics in the us as evidence of beijings nefarious aims citing stolen american jobs and technology and reaching the conclusion that beijings goals are not compatible with the security or the prosperity of this country ,FALSE,FALSE,264,160
10/24/2019 15:10,SenHawleyPress,"""for too many years now weve seen too many of these companiesthese same corporate executives who make money hand-over-fist in china weve seen them happily send our jobs to chinaand now they want to import censorship into this country from china ",FALSE,FALSE,1672,1205
10/22/2019 12:15,SenHawleyPress,watch live  senator hawley joins @foxandfriends in a few minutes to talk more about the threat china poses to america,FALSE,FALSE,33,15
10/21/2019 17:14,SenHawleyPress,"sen hawleys been a tough critic of china for its human rights abusestheft of us tech now as @newspressnow says his criticism of their latest authoritarian actions matters ""because it signals that the world is watching what happens in hong kong"" ",FALSE,FALSE,1859,1606
10/17/2019 16:46,SenHawleyPress,"highlight: ""heres my message to the nba: dont become part of beijings communist propaganda machine show some independence"" senator @hawleymo says ""the situation in hong kong is urgent it is becoming a police state"" calls china ""the number one security threat"" to the us ",FALSE,TRUE,0,43
10/17/2019 14:22,SenHawleyPress,in recent years china has aggressively acquired sensitive us tech through ip theftunfair trade practices once china has the tech it invariably finds its way to the chinese militarysen hawley has proposed a solution to end this exploitation ,FALSE,FALSE,213,117
10/16/2019 22:17,SenHawleyPress,"""the nba should stop being an arm of the communist party propaganda machine""- sen josh @hawleymo (r-missouri) spoke with kermit miller regarding a visit to china and the controversy regarding the @nba full interview:",FALSE,TRUE,0,40
10/16/2019 14:02,SenHawleyPress,"talking with @tuckercarlson last night sen hawley blasted multinational companies like the nba and apple who ""would rather appease the chinese communist party to get access to chinas market than they would to stand up for basic liberties and this shouldnt be controversial"" ",FALSE,FALSE,2288,1893
10/15/2019 14:20,SenHawleyPress,"while visiting hong kong sen hawley said chinas intentions were on full display as they seek to ""dominate the city the region and ultimately the international system"" and warning ""chinese domination is a direct threat to us securityprosperity"" ",FALSE,FALSE,1130,920
10/11/2019 17:27,SenHawleyPress,"sen hawley responding to the nba/china controversy told @kctv5 about his plans to travel to hong kong: ""we know that china is now trying to censor americans from actually talking about whats going on over there so im not going to put up with that im going to go myself ",FALSE,FALSE,221,114
10/10/2019 21:32,SenHawleyPress,"sen josh hawley slams us corporate groveling to the chinese communist party""these big multinational corps want to make money in chinaits amazing what theyre willing to do it is time to take a standsay sometimes there are things that are more important than money"" ",FALSE,FALSE,65,32
10/10/2019 15:17,SenHawleyPress,"in a letter to mo universities sen hawley warned that ""confucius institutes are more than a means of cultural exchange"" as a senior member of the chinese communist party stated these orgs are an important part of chinas overseas propaganda set-up ",FALSE,FALSE,28,24
10/9/2019 17:56,SenHawleyPress,senator hawley pointed to chinas violent suppression of their own people and the locking up of folks in concentration camps and has called for the nba to cancel their exhibition games planned in china ,FALSE,FALSE,26,17
10/9/2019 14:19,SenHawleyPress,doing business in china is one thing but for the nba to kowtow to the demands of one of the worlds most brutal regimes in the pursuit of profit is frankly revolting hawley wrote in a letter to nba commissioner adam silverall the leagues owners ,FALSE,FALSE,33,13
10/8/2019 15:47,SenHawleyPress,"senator josh hawley has called on the nba to cancel all exhibition games in china pending a peaceful resolution to the crisis in hong kong the plight of the uighers and a thorough consideration of chinas broader human rights record""",FALSE,FALSE,82,49
10/7/2019 20:53,SenHawleyPress,"inbox: @hawleymo sends letter to nba commissioner about siding with china:""remember that some things are more important than moneyfor an american organization to help the most brutal of regimes silence dissent in pursuit of profit is appalling"" ",FALSE,TRUE,0,22
10/7/2019 20:02,SenHawleyPress,@hawleymo has sent a letter to adam silver calling on the nba to cancel the exhibition games in china: ,FALSE,TRUE,0,111
10/7/2019 19:55,SenHawleyPress,"new: @hawleymo writes in a letter to @nba commissioner adam silver: ""you may not think of your league as an american undertaking but whatever you think what you say and do represents america to the world"" calls for end to all exhibition games in china ",FALSE,TRUE,0,315
10/7/2019 19:05,SenHawleyPress,in recent years china has aggressively acquired sensitive us tech through ip theftunfair trade practices once china has the tech it invariably finds its way to the chinese militarysen hawley has proposed a solution to end this exploitation ,FALSE,FALSE,19,12
10/7/2019 16:32,SenHawleyPress,in his tweets sen hawley referenced chinas repeated human rights abuses in china including the millions of uyghur muslims held in concentration camps and the brutal repression of hong kong demonstrators ,TRUE,FALSE,158,95
10/11/2019 22:03,SenJohnHoeven,todays phase one trade agreement w/ china includes $40 to $50 billion in purchases of us #agriculture goods - this is welcome news for our farmersranchers and we appreciate the presidents efforts to advance this first phase,FALSE,FALSE,53,9
10/8/2019 0:18,SenJohnHoeven,the new us-japan trade agreement is welcome news for #ndag as it opens up the japanese marketputs increased pressure on china to reach an agreement now we need the house to pass #usmca so we can provide additional certainty for our producers,FALSE,FALSE,236,73
10/3/2019 15:46,ChrisVanHollen,russia ukraine china how far will trump really go to sell out americas sovereignty to stay in office? we already know russia will go after our democracy again have my republican colleagues really not seen enough of trumps shameful illegal behavior? what will it take? ,TRUE,FALSE,453,183
10/31/2019 21:38,JimInhofe,while china has increased military spending by 83 percent over the last decade democrats in congress cant even agree to fund ours shameful,FALSE,FALSE,47,13
10/11/2019 20:30,JimInhofe,alongside his work to hold china accountable for their decades of trade violations @potus committed to updating the old nafta agreement with one that leveled the playing fieldreflected the realities of the 21st century the result? the united states-mexico-canada agreement,FALSE,FALSE,44,10
10/12/2019 0:30,SenRonJohnson,im encouraged by the progress announced on the china trade deali hope it can be concluded expeditiously also hoping that usmca will be approved by the house asap!,FALSE,FALSE,205,52
10/10/2019 16:17,SenatorLankford,encouraging morning w/ junior and seniors of checotah hs they were informed on a variety of issuesasked my position on chinas dispute with the nba on free speech the middle easthow the decision to take us troops out of syria will impact the area ,FALSE,FALSE,15,5
10/10/2019 14:21,SenatorLankford,i joined @tperkins on #washingtonwatch last night to discuss the important step administration made to speak out against chinas oppression of religious minorities especially as @ustraderep starts talk with china on trade,FALSE,FALSE,49,15
10/8/2019 21:28,SenatorLankford,it is right that the @statedept continues to push for human rights including religious freedom with china we must continue to take action against the detention of minority religious groups and a violation of human rights ,TRUE,FALSE,33,11
10/7/2019 17:14,SenatorLankford,if you use windshield wipers shampoo or eat peanut butter or sweet potatoes the cost of tariffs will impact the price of these and many other goods at the store which is why i joined senator @chriscoons to give businesses who import goods from china relief from the tariffs,FALSE,FALSE,11,4
10/7/2019 17:14,SenatorLankford,tariffs are not an effective long-term strategy for the uschinait is time our trade negotiations are resolved americans deserve predictable and open trade with china not inflated tariffs that hurt our farmers manufacturers retailersconsumers ,TRUE,FALSE,30,3
10/17/2019 16:13,SenatorLeahy,president trump may have an affinity for chinas strongman xi jinping but the congress stands with the brave people of hong kong who are risking their lives and liberty for democracy and human rights ,TRUE,FALSE,1906,1464
10/30/2019 19:59,SenMarkey,for all its talk of competition w/ china the trump admin is not showing up when it counts trump is again letting beijing outrank the us delegation to a major asia summit america should be playing a more prominent role at key discussions w/ our indo-pacific alliespartners ,TRUE,FALSE,21,9
10/16/2019 20:16,SenMarkey,we dont need a transcript or a whistleblower on this one: on october 3rd president trump *publicly* invited china to investigate the bidens and interfere in the 2020 election this is an outrageous violation of the presidents oath of office and an abuse of power ,FALSE,FALSE,190,58
10/9/2019 12:06,SenMarkey,the trump admin is finally taking initial action against those responsible for large-scale oppression in xinjiang the admin rightly calls chinas policy the stain of the century but still hasnt applied the targeted sanctions ive called for ,FALSE,FALSE,28,6
10/8/2019 15:57,SenMarkey,president trumps phone call with president xi is incredibly disturbing he reportedly not only discussed domestic political rivals with the leader of china but also promised silence on the hong kong protests im demanding answers and a full un-edited transcript of the call ,FALSE,FALSE,185,56
10/1/2019 15:04,SenMarkey,china marks 70 years of communist party rule with new missiles meant to coerce but its muscle-flexing cant hide efforts to erase minority cultures and repress #hongkong democracy i welcome a prosperous china but people deserve human rights and freedom ,FALSE,FALSE,618,512
10/17/2019 15:25,senatemajldr,the failed obama-era clean power plan would have killed tens of thousands of jobs sent electricity prices soaring for low-income communities and sold off our economic edge to overseas competitors like china all for no meaningful change in global temperatures,FALSE,FALSE,7362,2381
10/1/2019 18:24,senatemajldr,my statement on the 70th anniversary of the peoples republic of china:,FALSE,FALSE,3645,1891
10/7/2019 15:01,SenatorMenendez,we must stand with the people of #hongkong and hold china accountabledaryl morey should be applauded for speaking truth to power and holding the nba to high standards for social justice ,TRUE,FALSE,6405,4202
10/10/2019 18:32,SenJeffMerkley,arbitrary imprisonment torture forced re-education camps systematic religiouscultural repression these are the human rights abuses being forced on chinas uyghursother muslims ive pushed the state dept to push backim glad theyre starting to follow through ,TRUE,FALSE,683,263
10/3/2019 19:52,SenJeffMerkley,our founders would roll over in their graves at the idea of the federal government building a massive database of peoples most detailed and personal information this is china-style state surveillance and we have to stand up to it ,FALSE,FALSE,501,211
10/3/2019 17:10,SenJeffMerkley,the president could ask china to end its human rights violations the president could ask china to buy more us agricultural products instead the president is asking china to investigate political opponents thats an abuse of the office ,FALSE,FALSE,1463,580
10/17/2019 15:27,PattyMurray,lets start with what we know for sure: president trumphis associates pushed the ukrainian govt to launch an investigation without basis into the presidents political opponents to help his election then he made overtures to chinaout in the opento do the same,FALSE,FALSE,144,32
10/24/2019 13:44,sendavidperdue,china trade agreement is crucial to avoiding the next cold war says gop sen david perdue ,FALSE,TRUE,0,31
10/24/2019 13:43,sendavidperdue,it is critical that trade talks with china continue and that more impactful steps are taken if not there is risk of the us and china developing a relationship reminiscent of the cold war my op-ed in @cnbcopinion: ,FALSE,FALSE,27,11
10/16/2019 11:29,sendavidperdue,joining @squawkcnbc around 7:45 am to discuss the latest on china trade tune in if you can! #gapol,FALSE,FALSE,11,3
10/31/2019 22:12,senrobportman,today at the senate homeland securitygovt affairs committee hearing i highlighted the importance of ensuring that the us is a leader in 5g technologyengaged in broadband standard setting so that we are on a level playing field w/ countries like china ,FALSE,FALSE,13,8
10/28/2019 17:43,senrobportman,i also reiterated what ive said many times before that we must create a level playing field with #china to help american workers farmersmanufacturers while also holding them accountable for unfairly taking our intellectual propertyviolating international trade laws,FALSE,FALSE,9,4
10/28/2019 17:03,senrobportman,thanks to @davidrdollar for including me in his @brookingsinst podcast dollarsense we discussed the importance of passing #usmcathe need to create a level playing field with #china #jobs #ohio ,FALSE,FALSE,11,10
10/24/2019 20:16,senrobportman,we must make it clear that overproducing steel as #china has done is unacceptable overcapacity hurts #ohioamerican steel workers and its important we create a level playing field for trade ,FALSE,FALSE,14,10
10/24/2019 20:16,senrobportman,ahead of the global steel forum @sensherrodbrown @senatorbraun @senbobcaseyi sent a letter to @ustraderep urging the admin to prioritize steel overcapacity for too long foreign countries like #china have not been held accountable for overcapacity of steel products,FALSE,FALSE,33,15
10/23/2019 15:47,senrobportman,first we must ensure the usps is fully complying with the #stopactall packages entering the us from #china are being screened despite some progress fentanyl is still entering the us thru our own postal system they must do more to protect americans from this deadly substance ,FALSE,FALSE,7,5
10/20/2019 17:12,senrobportman,i applaud the @statedept decision to require chinese diplomats to notify state before any meeting with us colleges or universities or w/ any local or state officials good read from @washingtonpost about the importance of holding #china accountable ,FALSE,FALSE,13,4
10/20/2019 17:12,senrobportman,as chair of the permanent subcmte on investigations i unveiled a bipartisan report earlier this year detailing chinas lack of reciprocitytransparency with us public diplomacy efforts and it is unacceptable ,FALSE,FALSE,12,4
10/18/2019 13:31,senrobportman,for too long we modeled the appropriate behavior in the hopes that #china will follow our lead and they havent china will not change unless it sees its actions have consequences and this recent decision by the admin is a positive first step,FALSE,FALSE,30,13
